Name,Description,Price,Image URL,Product URL
"Scandi Days
4-sits Soffa Menard","Menard är en modern och avskalad soffa i fin tygklädsel. De rena formerna och smala benen i svartlackerad stål är en blinkning till den industriella stilen. De höga benen gör det dessutom lättare att komma åt med dammsugaren. Soffans och sittplymåer är stoppade med polyeter, kallskum och fiber vilket tillsammans med det generösa sittdjupet gör att du bjuds på en skön komfort för socialt umgänge och sena filmkvällar. De fyra matchande kuddarna som ingår ger dig ett bra extra stöd och bidrar ytterligare till komforten.",10 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-4-sits-soffa-4-sits-soffa-menard/1981479(1)-00a21815d2.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/4-sits-soffa/4-sits-soffa-menard-p1232836-v1481479
"U-modulsoffa Columbus med Divan Vänster Sammet
Mörkgrå",Columbus är en trendig och personlig modulsoffa. Det mjuka sammetstyget ger en elegant och stilfull känsla. Modulerna är flyttbara och du kan själv placera dem och anpassa efter egen stil och inredning. Varje modul har en medföljande dekorationskudde som blir en snygg detalj och extra touch.,23 499 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-modulsoffa-komplett-modulsoffa-u-modulsoffa-columbus-med-divan-v%C3%A4nster-sammet-m%C3%B6rkgr%C3%A5/697048(1)-289e710abc.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/modulsoffa/komplett-modulsoffa/u-modulsoffa-columbus-med-divan-v%C3%A4nster-sammet-m%C3%B6rkgr%C3%A5-p646063-v281070
"Soffgrupp Webber 3+2+1
Midnattsblå/Mässing",Webber är en soffgrupp med lyx och stil. Exklusivt tyg och stilrena ben med hjul är en stilsäker kombination. Det generösa sittdjupet och ordentligta bredden ger en god sittkomfort där du både sitter upp och ligger ner bekvämt.,21 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-soffgrupp-howard-soffgrupp-soffgrupp-webber-3-2-1-midnattsbl%C3%A5m%C3%A4ssing/1006461-6bb0324b51.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/soffgrupp/howard-soffgrupp/soffgrupp-webber-3-2-1-midnattsbl%C3%A5m%C3%A4ssing-p600048-v506461
"Scandi Days
Soffa m. Schäslong Menard Compact 4-sits
Beige",No description exists for this product!,12 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-divansoffa-sch%C3%A4slongsoffa-4-sits-soffa-med-divan-soffa-m-sch%C3%A4slong-menard-compact-4-sits-beige/2282341(1)-ee5cc5eb6a.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/4-sits-soffa-med-divan/soffa-m-sch%C3%A4slong-menard-compact-4-sits-beige-p1784604-v1782341
"Elise 3-sits Bubblig Soffa med Divan Höger
Beige Teddy","Elise 3-sits soffa med divan fångar upp den bubbliga, mjuka designtrenden och erbjuder en perfekt balans mellan stil och komfort. Med sin mjuka klädsel och generösa sittdjup bidrar Elise bubbelsoffa till ett inbjudande och modernt vardagsrum. De diskreta svarta plastbenen och den stabila träramen kompletterar soffans moderna design, vilket tillsammans med de breda armstöden och bulliga design gör den till ett statement i ditt vardagsrum.",15 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-elise-3-sits-bubblig-soffa-med-divan-h%C3%B6ger-beige-teddy/SYN0008850(1)-b5834f7160.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/h%C3%B6rnsoffor/elise-3-sits-bubblig-soffa-med-divan-h%C3%B6ger-beige-teddy-p3059999
"Scandi Days
3-sits Soffa med Schäslong Menard Vänster Tvättbar & avtagbar klädsel
Beige","Menard är en klassisk och välkomnande soffa med schäslong i linneliknande kvalitet. Soffans klädsel går hela vägen ner till golvet och täcker soffans nätta metallben vilket ger en ombonad och omslutande känsla. Trots soffans kappa gör de höga benen det lättare att komma åt med dammsugaren. Menards sittplymåer är stoppade med polyeter, kallskum och fiber vilket tillsammans med det generösa sittdjupet gör att du bjuds på en skön komfort för socialt umgänge och sena filmkvällar. Till soffan ingår flera rygg- och prydnadskuddar i matchande klädsel vilket gör den perfekt för mysiga kvällar framför tv:n.",15 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-divansoffa-sch%C3%A4slongsoffa-3-sits-soffa-med-sch%C3%A4slong-menard-v%C3%A4nster-tv%C3%A4ttbar-&-avtagbar-kl%C3%A4dsel-beige/1903837(1)-23c4fd5c44.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/3-sits-soffa-med-sch%C3%A4slong-menard-v%C3%A4nster-tv%C3%A4ttbar-avtagbar-kl%C3%A4dsel-beige-p1654409-v1403837
"Rossita Djup 3-sits L Soffa med Schäslong Vänster
Ljus Beige","Rossita är en 3-sits L-soffa med schäslong i skandinavisk design som erbjuder svårslagen komfort och stil. Soffans klassiska formspråk har moderna inslag vilket gör den till en favorit år efter år. Med mjukt vadderade sitt- och ryggplymåer, generöst sittdjup och härlig schäslong att slänga upp fötterna på har Rossita en komfort som gör att man gärna spenderar hela kvällen i soffan. Hitta din favorit bland flera olika modeller, material och färger!",15 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-divansoffa-sch%C3%A4slongsoffa-rossita-djup-3-sits-l-soffa-med-sch%C3%A4slong-v%C3%A4nster-ljus-beige/SYN0015305(1)-c705f3a0a8.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/rossita-djup-3-sits-l-soffa-med-sch%C3%A4slong-v%C3%A4nster-ljus-beige-p3067488
"U-soffa Nevada XL Divan Höger
Antracit",Nevada är en mycket bekväm och stabil soffa. Med stilren design är Nevada en lättmatchad soffa som passar in i de flesta stilar och inredningar. Soffan har en stabil stomme och sitsplymåer med 30 kg polyeterskum för en medelfast komfort. I den här rymliga u-soffan med både divan och öppet avslut kan du njuta av mysiga filmkvällar i gott sällskap. Du kommer garanterat att trivas i din Nevada-soffa!,9 899 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-u-soffa-u-soffa-nevada-xl-divan-h%C3%B6ger-antracit/2291110(1)-e21cfdebc4.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/u-soffa/u-soffa-nevada-xl-divan-h%C3%B6ger-antracit-p76931-v1791110
"Scandi Days
3-sits Soffa Menard","Menard är en modern och avskalad soffa i fin tygklädsel. De rena formerna och smala benen i svartlackerad stål är en blinkning till den industriella stilen. De höga benen gör det dessutom lättare att komma åt med dammsugaren. Soffans och sittplymåer är stoppade med polyeter, kallskum och fiber vilket tillsammans med det generösa sittdjupet gör att du bjuds på en skön komfort för socialt umgänge och sena filmkvällar. De fyra matchande kuddarna som ingår ger dig ett bra extra stöd och bidrar ytterligare till komforten.",9 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-3-sits-soffa-3-sits-soffa-menard/1981476(1)-b3de9a130c.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/3-sits-soffa/3-sits-soffa-menard-p1232837-v1481476
"Djup Soffa 3-sits m. Divan Narender
Beige",No description exists for this product!,16 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-divansoffa-sch%C3%A4slongsoffa-djup-soffa-3-sits-m-divan-narender-beige/2097408(10)-21317bb0a9.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/djup-soffa-3-sits-m-divan-narender-beige-p1597408
Soffa Malley 3-sits med Divan Vändbar,"Malley är en 3-sits soffa med en vändbar divan, ett perfekt sätt för dig att sträcka ut dig i soffan efter en lång dag eller för att enkelt skapa fler sittplatser. Med sitt subtila och charmiga utseende blir det hemmets höjdpunkt - alla dagar i veckan.",7 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-divansoffa-sch%C3%A4slongsoffa-soffa-malley-3-sits-med-divan-v%C3%A4ndbar/1490063(16)-bd4d82ad39.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/soffa-malley-3-sits-med-divan-v%C3%A4ndbar-p645074-v990063
"Bubblig Divansoffa 3-sits 288 cm Belgin
Ljusbeige","Belgin-soffan ger både en känsla av lyx och en känsla av elegans till ditt hem. Den är inte bara en fröjd för ögat, den är även tillverkad i god kvalitet och behaglig att sitta i. Soffan har en bullig design med låg tyngdpunkt som ger den ett modernt utseende och gör den till ett utmärkt val för det moderna hemmet. Belgin är uppbyggd av moduler och har avtag- och flyttbara armstöd så att du kan placera soffan efter rummets förutsättningar. Ge Belgin den plats den förtjänar och låt den imponera på dina gäster!",24 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-divansoffa-sch%C3%A4slongsoffa-3-sits-soffa-med-divan-bubblig-divansoffa-3-sits-288-cm-belgin-ljusbeige/2220512(1)-383333acf4.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/3-sits-soffa-med-divan/bubblig-divansoffa-3-sits-288-cm-belgin-ljusbeige-p1721536-v1720512
"U-Soffa Haga Sammet
Grå","Haga är soffan som charmar med sin moderna formgivning, lyxiga sammetsklädsel och underbara komfort. Soffans sittplymåer är stoppade med polyeter vilket tillsammans med det generösa sittdjupet gör att du bjuds på en skön komfort och gärna dröjer dig kvar extra länge. De fem matchande kuvertkuddarna som ingår ger dig ett bra svankstöd och bidrar ytterligare till komforten. De breda armstöden fungerar utmärkt som avställningsyta samtidigt som de ger designen en tyngd. Soffans stabila träram bärs upp av de moderna och snyggt vinklade soffbenen",15 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-u-soffa-u-soffa-haga-sammet-gr%C3%A5/795849(27)-b54c3e6192.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/u-soffa/u-soffa-haga-sammet-gr%C3%A5-p1697380-v295849
"Manor House
Hörnsoffa Canunda 6-sits
Antracit","Canunda sammetssoffa är en modern twist på den tidlösa chesterfield-stilen. Den rymliga hörnsoffan är en perfekt plats för avkoppling och att njuta av sällskap med vänner och familj, omsvept i en mjuk och lyxig sammetsklädsel med klädda djuphäftade knappar. Canunda är en dröm för alla som söker både stil och komfort i ett en soffa.",22 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-h%C3%B6rnsoffor-h%C3%B6rnsoffa-canunda-6-sits-antracit/2220664(4)-f91d0bb7f6.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/h%C3%B6rnsoffor/h%C3%B6rnsoffa-canunda-6-sits-antracit-p1721546-v1720664
"Scandi Days
5-sits U-Soffa Florenz med Divan Höger
Grå/Beige",Lär känna Florenz 4-sits u-soffa med Divan! En härlig soffa med drömmig komfort i mjuk tygklädsel. Soffans klassiskt skandinaviska design förstärks av de raka träbenen i oljad ek och ger ditt vardagsrum ett stilrent uttryck som håller stilen år efter år. Till soffan medföljer dekorativa prydnadskuddar för extra komfort och stil. Tack vare soffans avtagbara klädsel på rygg- och sittdynor samt vändbara ryggdynor förenklas soffans skötsel och hållbarheten förlängs!,17 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-divansoffa-sch%C3%A4slongsoffa-5-sits-u-soffa-florenz-med-divan-h%C3%B6ger-gr%C3%A5beige/B000000376(1)-763e3b90d8.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/4-sits-soffa-med-divan/5-sits-u-soffa-florenz-med-divan-h%C3%B6ger-gr%C3%A5beige-plg74-v3062210
Soffa Malley 3-sits,Malley är en 3-sits soffa vars stil genomsyras av elegans. Skapa ett stilrent intryck med en soffa från Malley-serien.,6 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-3-sits-soffa-soffa-malley-3-sits/1490071(16)-9319095888.jpeg?preset=thumb&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/3-sits-soffa/soffa-malley-3-sits-p645072-v990071
"U-soffa Nevada XL Divan Vänster
Antracit",Nevada är en mycket bekväm och stabil soffa. Med stilren design är Nevada en lättmatchad soffa som passar in i de flesta stilar och inredningar. Soffan har en stabil stomme och sitsplymåer med 30 kg polyeterskum för en medelfast komfort. I den här rymliga u-soffan med både divan och öppet avslut kan du njuta av mysiga filmkvällar i gott sällskap. Du kommer garanterat att trivas i din Nevada-soffa!,11 399 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-u-soffa-u-soffa-nevada-xl-divan-v%C3%A4nster-antracit/562732(1)-bde2b86f2c.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/u-soffa/u-soffa-nevada-xl-divan-v%C3%A4nster-antracit-p76930-v139050
"Rossita Djup 4-sits Soffa
Ljus Beige","Rossita är en 4-sits soffa i skandinavisk design som erbjuder svårslagen komfort och stil. Soffans klassiska formspråk har moderna inslag vilket gör den till en favorit år efter år. Med mjukt vadderade sitt- och ryggplymåer och generöst sittdjup har Rossita en komfort som gör att man gärna spenderar hela kvällen i soffan. Hitta din favorit bland flera olika modeller, material och färger!",9 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-rossita-djup-4-sits-soffa-ljus-beige/SYN0015282(1)-9db5eb04ad.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/4-sits-soffa/rossita-djup-4-sits-soffa-ljus-beige-p3067465
"Manor House
Bäddsoffa Walton Lyx 3-sits Sammet
Mörkgrön",Bäddsoffan Walton Lyx är den ultimata sitt/- och sovmöbeln för dig med höga krav på både design och funktion. Den klassiska formgivningen kompromissar inte med funktionalitet utan erbjuder en vacker och tidsenlig möbel i brittisk design som snabbt och enkelt görs om till en sovplats för natten till dina gäster. När den inte agerar sovplats har du en ståtlig soffa i karaktärisktisk Chesterfield-manér som ger pondus och tyngd åt inredningen i ditt vardagsrum - eller var du väljer att placera din Walton Lyx.,7 499 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-b%C3%A4ddsoffor-3-sits-b%C3%A4ddsoffa-b%C3%A4ddsoffa-walton-lyx-3-sits-sammet-m%C3%B6rkgr%C3%B6n/663768(1)-3ac738c2ab.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/b%C3%A4ddsoffor/3-sits-b%C3%A4ddsoffa/b%C3%A4ddsoffa-walton-lyx-3-sits-sammet-m%C3%B6rkgr%C3%B6n-p600916-v246943
"U-soffa Friday Lyx med Schäslong Höger
Brun/Läder",Friday Lyx U-soffa är den ultimata soffan för den stilmedvetna med familj eller som älskar att samla vännerna på filmkväll. Den har en traditionell design vilket gör att den passar in i de flesta hem. Soffan har även moderna inslag som kuddar i olika storlekar och former. De lätt sluttande soffbenen bryter av mot soffan som har klädsel i snyggt konstläder.,22 799 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-divansoffa-sch%C3%A4slongsoffa-u-soffa-friday-lyx-med-sch%C3%A4slong-h%C3%B6ger-brunl%C3%A4der/1380227(1)-99a4f0866f.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/u-soffa-friday-lyx-med-sch%C3%A4slong-h%C3%B6ger-brunl%C3%A4der-p654069-v880227
"4-sits Soffa Elise
Beige Teddy","Elise 4-sits soffa fångar upp den bubbliga, mjuka designtrenden och erbjuder en perfekt balans mellan stil och komfort. Med sin mjuka klädsel och generösa sittdjup bidrar Elise bubbelsoffa till ett inbjudande och modernt vardagsrum. De diskreta svarta plastbenen och den stabila träramen kompletterar soffans moderna design, vilket tillsammans med de breda armstöden och bulliga design gör den till ett statement i ditt vardagsrum.",11 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-/2297080(1)-d02f957a7f.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/3-sits-soffa/4-sits-soffa-elise-beige-teddy-p1797080
"Bubblig Divansoffa 3-sits 315 cm Belgin
Ljusbeige","Belgin-soffan ger både en känsla av lyx och en känsla av elegans till ditt hem. Den är inte bara en fröjd för ögat, den är även tillverkad i god kvalitet och behaglig att sitta i. Soffan har en bullig design med låg tyngdpunkt som ger den ett modernt utseende och gör den till ett utmärkt val för det moderna hemmet. Belgin är uppbyggd av moduler och har avtag- och flyttbara armstöd så att du kan placera soffan efter rummets förutsättningar. Ge Belgin den plats den förtjänar och låt den imponera på dina gäster!",24 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-divansoffa-sch%C3%A4slongsoffa-bubblig-divansoffa-3-sits-315-cm-belgin-ljusbeige/2294438(7)-0642d6488b.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/bubblig-divansoffa-3-sits-315-cm-belgin-ljusbeige-p1794438
"Scandi Days
Menard Soffgrupp 4-sits med Schäslong Höger + Fåtölj Tvättbar & avtagbar klädsel
Beige",No description exists for this product!,17 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-menard-soffgrupp-4-sits-med-sch%C3%A4slong-h%C3%B6ger--f%C3%A5t%C3%B6lj-tv%C3%A4ttbar-&-avtagbar-kl%C3%A4dsel-beige/B000000815(1)-75b9dfd93b.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/menard-soffgrupp-4-sits-med-sch%C3%A4slong-h%C3%B6ger-f%C3%A5t%C3%B6lj-tv%C3%A4ttbar-avtagbar-kl%C3%A4dsel-beige-plg334-v3073480
"Bäddsoffa Marissa 2-sits
Ljusgrå",Marissa är en bäddsoffa som erbjuder skönt soffhäng dagtid och ger dina övernattningsgäster en god nattsömn. Soffan passar perfekt i ett mindre vardagsrum eller i gästrummet. Komplettera med en bäddmadrass så blir liggkomforten ännu bättre vilket kanske ökar chanserna till att gästerna återkommer.,5 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-b%C3%A4ddsoffor-2-sits-b%C3%A4ddsoffa-b%C3%A4ddsoffa-marissa-2-sits-ljusgr%C3%A5/528404(7)-ea82bf7c5b.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/b%C3%A4ddsoffor/2-sits-b%C3%A4ddsoffa/b%C3%A4ddsoffa-marissa-2-sits-ljusgr%C3%A5-p225132-v100986
"Scandi Days
5-sits U-Soffa Menard
Beige",No description exists for this product!,19 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-u-soffa-5-sits-u-soffa-menard-beige/SYN0003371(1)-eba7aeb44c.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/u-soffa/5-sits-u-soffa-menard-beige-p3032901
